Uniq Id,Destination,Itinerary,Places Covered,Hotel_details,cost_per_person,Places_to_visit,weather
c7578855c1a930ab7c9beb44ef0801ef,Goa,3N Goa,Goa,Deltin Suites:4.2,7091.0, MMT - Candid Photographer in Goa ,hot
bfa0cc890bac4ace5321bb33cae0b6d7,Udaipur,2N Udaipur,Udaipur,Le Roi Udaipur:3.7,11039.0, Cable Car Ride & Fort Tour Near Lake Pichola (With Lunch & Transfers) - MMT ,hot
2d142be35d7f6f5f69ab2143f389c089,Goa,2N Goa,Goa,Windsor Bay:4,18931.5, Quad Bike Ride/ATV and Kayaking for guests staying in South Goa (with transfer) - MMT | Quad Bike Ride/ATV and Kayaking for guests staying in North Goa (with transfer) - MMT ,hot
1e6f1083781b92c64e6454755a4c28c9,Shimla|Chandigarh,3N Shimla . 1N Chandigarh,Shimla|Chandigarh,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Ramada Plaza Chandigarh:4",12044.0, Kufri | Viceregal Lodge | Mall road | Rock Garden | Rose Garden ,cool
dd275c9cf02db0530ec342cddaaea3df,Goa,4N Goa,Goa,Keys Select Ronil Resort:3.7,16048.5, Goa - Convenience Value Pack - MMT | Romantic Experiences for Couples from South Goa Hotels (With Transfers) | MMT - Candid Photographer in Goa ,hot
1e0ce6e741548dea0a2e1fa269031834,Goa,2N Goa,Goa,The Park Calangute:4,15884.0, One Hour Luxury Yacht ride (with Transfers and Refreshments) ,hot
e7a2bacab320af455a29b577db08704a,Goa,3N Goa,Goa,Acron Waterfront Resort-Member ITC Hotel Group:4.4,14443.5, MMT - Candid Photographer in Goa ,hot
a5e00fe4e803c9a77a303c946572ba78,Nainital,3N Nainital,Nainital,Vikram Vintage Inn:4.1,11915.0, Naina devi Temple | Mall road | Naini Lake | Nainital Zoo | Eco Cave Garden | Sattal | Bhimtal | Naukuchiatal ,cool
4e10cc046debec27660dfe358d6cf888,Darjeeling,4N Darjeeling,Darjeeling,Ramada by Wyndham Darjeeling Gandhi Road:4.4,19311.5, Tiger Hill | Ghoom Monastery | Batasia Loop | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda | Mirik | Rock Garden ,moderate
96dbc29f2f929b59bd88d3ae683b44a6,Srinagar,3N Srinagar,Srinagar,California Group of Houseboats:3.6,7199.5, Dal Lake | Mughal Gardens | Cheshma Shahi | Nishat Bagh | Shalimar Garden | Shankaracharya Temple | Dal Lake | Gondola Point ,moderate
f15efd59d2219ed1220f183583127e18,Udaipur,2N Udaipur,Udaipur,Amantra Shilpi Resort Spa & Club:3.9,13849.5, Dinner at a Lake View Haveli (With Transfers) - MMT ,hot
fa346bcb03b4f5ef7962ec716aa03998,Goa,3N Goa,Goa,The Ocean Park Resort:3.7,7173.0, Self Drive SUV for 4 days from Pune ,hot
21361ef5bf97a3dae5962a7a64e16d8e,Chandigarh|Manali|Shimla,1N Chandigarh . 3N Manali . 2N Shimla,Chandigarh|Manali|Shimla,Ramada Plaza Chandigarh:4.0|Larisa Resort:4.5|The Oberoi Cecil:5.0,30371.5, Sukhna Lake | Rock Garden | Pandoh Dam | Hadimba Temple | Tibetan Monastery | Vanvihar | Mall road | Vashishth Kund | Solang Valley ,cool
59e202a71cb2aa8dba0f19f1ff903451,Udaipur,3N Udaipur,Udaipur,Hotel Horizon:3.7,11135.5, Lake Pichola | Jag Mandir Palace | Saheliyon ki Bari | City Palace ,hot
f5f608684e5212a7450bc36695ef867b,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,10884.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Kangra Devi Temple ,cool
81715594ea7a6dab8807b49dcafd8f96,Goa,2N Goa,Goa,Goa Marriott Resort & Spa:4.5,19347.0, Quad Bike Ride/ATV and Kayaking for guests staying in South Goa (with transfer) - MMT | Quad Bike Ride/ATV and Kayaking for guests staying in North Goa (with transfer) - MMT ,hot
392e173d483779ecd7cc491a5533b25d,Darjeeling|Gangtok,3N Darjeeling . 2N Gangtok,Darjeeling|Gangtok,Ramada by Wyndham Darjeeling Gandhi Road:4.4|Mayfair Spa Resort & Casino:4.5,39770.5, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda | Mirik | Pashupati Market | Tashi View Point | Ganesh Tok | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Directorate of Handicrafts and Handloom | Bhakthang Waterfall ,moderate
c595ae29ca4fcc8a60e2fdb2f049a347,Goa,3N Goa,Goa,Novotel Goa Resort & Spa:4.2,18888.5, South Goa Hop-On Hop-Off (HOHO) Tour (1 Day Pass without transfers) - MMT ,hot
2d4f32379506817888ba9dcc3a6ce53a,Shimla|Manali|Amritsar,2N Shimla . 3N Manali . 1N Amritsar,Shimla|Manali|Amritsar,"Clarkes Hotel, A grand heritage hotel since 1898:4.5|Larisa Resort:4.5|Hyatt Regency- MMT Holidays Special:",19128.0, Mall road | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Solang Valley | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery ,cool
624abc082e45c965e4187c2481dbbc9b,Jaipur,3N Jaipur,Jaipur,Leisure inn grand chanakya - MMT Holidays Special:,17293.0, Personal Photoshoot at Amer Fort - MMT | Rajasthan - Convenience Value Pack - SUV - MMT | Hawa Mahal | City Palace | Jantar Mantar | Amer Fort | Traditional Dinner at Chokhi Dhani (With Transfers) - MMT | Half Day Trip to Bisalpur Dam - MMT | Elephant Safari & Interaction with Elephants at Dera Amer - MMT | Morning Cycling Tour of Jaipur - MMT ,hot
3add49033ae8f7308f88828375ab4d2d,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,10312.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute ,cool
f16e46b7fe13e742f9d581ac1ff3bcb8,Goa,3N Goa,Goa,"AMARA GRAND BAGA, GOA- MMT Holidays Special:",9650.0, Authentic Goan meal by Home Chef Aditi Malhotra (With Transfers) - MMT ,hot
e02b04670a69567608d8f59ca81bf8bc,Goa,3N Goa,Goa,Resort Terra Paraiso - A  Beach Property.:4.2,8347.5, Dolphin Trip ,hot
6c2049e33e9c3e662cff0e28aca2b862,Dharamshala,2N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,7500.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute ,cool
541e1e490b20ff4175a30b36b5e2eece,Shillong,3N Shillong,Shillong,Hotel Polo Towers:3.8,21850.0," Umiam Lake | Christian Cathedral | WardÛªs Lake | Elephant Falls | Shillong Peak | Seven Sister Falls | Thankarang Park | Ka Khoh Ramhah | Mawsmai Falls,Cherrapunji | Mawsmai Cave, Cherrapunji | Nohkalikai Waterfalls, Cherrapunji | Kynrem Falls ",moderate
849801f2e59bc057048f8a72f8d7efa0,Goa,3N Goa,Goa,The Ocean Park Resort:3.7,8834.0, Romantic Experiences for Couples from North Goa Hotels (With Transfers) ,hot
a97a9ff7286633682dd53dbc3e304631,Nainital,3N Nainital,Nainital,Vikram Vintage Inn:4.1,8157.0, Naina devi Temple | Mall road | Naini Lake | Nainital Zoo | Eco Cave Garden | Sattal | Bhimtal | Naukuchiatal ,cool
29ff4c2b816bad34a0cc43eef45e42ab,Jaipur|Ajmer|Udaipur,2N Jaipur . 1N Ajmer . 2N Udaipur,Jaipur|Ajmer|Udaipur,Hotel Paradise:3.9|Ramada - Ajmer:4.1|Shiv Niwas Palace by HRH Group of Hotels:4.4,18287.0, City Palace | Hawa Mahal | Jantar Mantar | Amer Fort | Albert Hall Museum | Ajmer Sharif | Nasiyan Jain Temple ,hot
fc16314555ac658518253c7f1d87934a,Jaipur,3N Jaipur,Jaipur,RAMADA JAIPUR:4.1,13503.0, Hawa Mahal | City Palace | Jantar Mantar | Amer Fort | Home Chef - Enjoy a traditional Rajasthani meal with a Royal Family - MMT ,hot
ae28f3a79210b212f2e43c9ad24daccc,Mysore,2N Mysore,Mysore,Roopa Elite:4.3,9498.0, Mysore Palace | Chamundi Hills | Bull Temple ,moderate
0c80c35140f61a2a2442ebe7661cccee,Goa,3N Goa,Goa,W Goa:4.5,22878.0, Romantic Experiences for Couples from South Goa Hotels (With Transfers) ,hot
629cbf5b43e5177019bcd4efab7e3c01,Shimla|Manali|Dharamshala|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 1N Chandigarh,Shimla|Manali|Dharamshala|Chandigarh,Hotel Baljees Regency:4.2|Hotel Vintage:4|Hotel The Vaikunth:3.9|Red Fox Hotel Chandigarh:4,17994.5, Mall road | Pinjore Gardens | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Jakhoo Temple | Mall road | Vashishth Kund | Hadimba Temple | Solang Valley ,cool
a853ee24353f89f87bbdb47fb89b8344,Goa,2N Goa,Goa,Novotel Goa Dona Sylvia Resort:4.4,7980.0, MMT - Candid Photographer in Goa ,hot
5a31446f81d19734f5b37cd47e2ff27c,Srinagar,3N Srinagar,Srinagar,California Group of Houseboats:3.6,7684.5, Dal Lake | Mughal Gardens | Cheshma Shahi | Nishat Bagh | Shalimar Garden | Shankaracharya Temple | Dal Lake | Gondola Point ,moderate
668b37f5e04518ee6f51101e2cf10349,Darjeeling|Gangtok,2N Darjeeling . 3N Gangtok,Darjeeling|Gangtok,Ramada by Wyndham Darjeeling Gandhi Road:4.4|Mayfair Spa Resort & Casino:4.5,49461.5, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda | Happy valley Tea Estate | Tashi View Point | Ganesh Tok | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Rumtek Monastery | Directorate of Handicrafts and Handloom ,moderate
41b69ae32cd65a4a8641ed8f79525f24,Ajmer|Jaipur,1N Ajmer . 2N Jaipur,Ajmer|Jaipur,Pratap Mahal - IHCL SeleQtions:4.1|Hotel Royal Orchid Jaipur:4.1,9576.5, Ajmer Sharif | Nasiyan Jain Temple | Ana Sagar Lake | Amer Fort | City Palace | Hawa Mahal | Jantar Mantar | Albert Hall Museum ,hot
00538f51696a4ca6237e2d5d3d50c6db,Shillong|Guwahati,3N Shillong . 1N Guwahati,Shillong|Guwahati,Aura:2.6|Hotel Atithi:4.2,18258.0, WardÛªs Lake | Botanical Garden | Lady Hydari Park | Assam State Zoo | Assam State Museum | Shillong Peak | Golf Course | Elephant Falls | Sri Bhimeswar Panchadhara Shiva Dham | Dwadas Jyotirlinga ,moderate
83c5c570d30250ad3f2773c23dfdafad,Darjeeling|Gangtok,4N Darjeeling . 2N Gangtok,Darjeeling|Gangtok,"Sumi Yashshree Suites & Spa:4.4|Summit Namnang Courtyard & Spa, Gangtok-MMT Holidays Special:",24485.0, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda | Mirik | Pashupati Market | Tashi View Point | Ganesh Tok | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Directorate of Handicrafts and Handloom | Bhakthang Waterfall ,moderate
d12fd47b9ddd11f130fe4751fc596258,Shimla|Manali,2N Shimla . 2N Manali,Shimla|Manali,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.6",18102.5, Himachal - Convenience Value Pack - Sedan - MMT | Kufri | Mall road | Viceregal Lodge | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery ,cool
3a5328e1d1096ae861ed936c4fad523a,Goa,3N Goa,Goa,"Taj Holiday Village Resort & Spa,Sinquerim,Goa:4.7",20543.0, Romantic Experiences for Couples from North Goa Hotels (With Transfers) ,hot
e22244833b2ee1775964d7338d656fdf,Shimla|Manali|Chandigarh,3N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,Kyriad Hotel Shimla (A unit of Hotel C K Int.):4.0|Snow Valley Resorts:4.0|Hotel 6 Chandigarh Zirakpur(Medallion):,22208.0, Mall road | Pinjore Gardens | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
c66fcfc78fec3c5b7c5d17c9693ed442,Udaipur,3N Udaipur,Udaipur,The Ananta:4.4,17012.0, Convenience Value Pack for Sedan - MMT | Boat Ride to Jag Mandir Palace - MMT | High Tea at the Sunset Terrace of the Fateh Prakash Palace - MMT ,hot
2f539962ec85817ee84b4f7ca26326bd,Goa,3N Goa,Goa,"AMARA GRAND BAGA, GOA- MMT Holidays Special:",8735.5, Crab Catching in Goa (With Refreshments) - MMT ,hot
89fd95e84d174222569494ce10351560,Manali|Shimla,2N Manali . 2N Shimla,Manali|Shimla,Snow Valley Resorts:4.0|Kyriad Hotel Shimla (A unit of Hotel C K Int.):,7807.0, Pandoh Dam | Solang Valley | Pandoh Dam | Kufri | Viceregal Lodge | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Mall road | Rock Garden | Sukhna Lake ,cool
dbcaabe4918024547120ef56771aaa7c,Darjeeling|Gangtok,4N Darjeeling . 3N Gangtok,Darjeeling|Gangtok,Omega Residency:4.1|Mount Himalayan Hotel & Spa-MMT Holidays Special:,31507.0, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda | Mirik | Pashupati Market ,moderate
b38e6999c0d1e70b64c4cfff5c7d1533,Jaipur|Jodhpur|Udaipur,2N Jaipur . 1N Jodhpur . 2N Udaipur,Jaipur|Jodhpur|Udaipur,RAMADA JAIPUR:4.1|Indana Palace Jodhpur:4.4|The Ananta:4.4,18901.5, City Palace | Hawa Mahal | Jantar Mantar | Amer Fort | Mehrangarh Fort | Jaswant Thada | Ranakpur Jain Temples ,hot
286114169095091cca4fce30d226e439,Goa,3N Goa,Goa,Windsor Bay:4,11884.5, Dudhsagar Trip - For North Goa Hotels - WagonR/Similar ,hot
7005a0e4aeca702db59242e115643ed4,Guwahati|Shillong,1N Guwahati . 3N Shillong,Guwahati|Shillong,Hotel Atithi:4.2|OYO 43457 Stone Crest Homestay:5,18941.0, Umiam Lake ,moderate
da12c76d9dd17f87b49a0f1a3b3efbf2,Guwahati|Shillong|Guwahati,1N Guwahati . 1N Shillong . 1N Guwahati,Guwahati|Shillong|Guwahati,Kiranshree Grand:4.5|M Crown Hotel Shillong:3.7|Kiranshree Grand:4.5,18006.0, Umiam Lake | Umiam Lake ,moderate
0635e2482e2df1da38414bdb5b3f95dd,Goa,3N Goa,Goa,Windsor Bay:4,11812.5, MMT - The Crocodile Dundee (excluding Transfers) | North Goa Sightseeing by an MUV - For North Goa Hotels - MMT ,hot
2377d4fa4ff0688c2ca44fffa2d3c5df,Guwahati,3N Guwahati,Guwahati,Hotel Rains Inn:3.9,11661.5, Kamakhya Temple | Navagraha Temples | Umananda Temple | Purva Tirupati Shri Balaji temple | Assam State Zoo | Sualkuchi Excursion | Hajo ,moderate
b5d1896c9680d87aa3fb7f45592e491d,Shillong|Guwahati,2N Shillong . 2N Guwahati,Shillong|Guwahati,M Crown Hotel Shillong:3.7|Kiranshree Grand:4.5,19101.0, Umiam Lake ,moderate
11692fd018f527d603d8d448a865a896,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,The Oberoi Cecil:4.7|Larisa Resort:4.5|Ramada Plaza Chandigarh:4,23460.0, Mall road | Kufri | Himachal - Convenience Value Pack - Sedan - MMT | Annadale | Viceregal Lodge | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery | Solang Valley ,cool
4a862cdcbd7876fcbf55cd7d68fe34ab,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,Summit Thistle Villa Resort & Spa:4.3|Snow Valley Resorts:4.4|Hotel 6 Chandigarh Zirakpur(Medallion):4,20241.0, Kufri | Himalayan Zoo | Naldhera | Viceregal Lodge | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Mall road | Pandoh Dam | Solang Valley | Manikaran ,cool
d4cff6132acae995911dcb186b34f826,Goa,5N Goa,Goa,"AMARA GRAND BAGA, GOA- MMT Holidays Special:",13509.0, North Goa Sightseeing by an MUV - For North Goa Hotels - MMT ,hot
25a40ddc766fa7ccab306af61c4e2994,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,Shimla|Manali|Dharamshala,"Wildflower Hall, An Oberoi Resort, Shimla:4.7|Larisa Resort:4.6|Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9",39889.5, Kufri | Mall road | Viceregal Lodge | Pandoh Dam | Vashishth Kund | Hadimba Temple | Tibetan Monastery ,cool
909ff67da9aceaa5190867ffdf4d6cd5,Jaipur,3N Jaipur,Jaipur,RAMADA JAIPUR:4.1,19032.0, Hawa Mahal | City Palace | Jantar Mantar | Amer Fort | Motorcycle Tour to Sambhar Lake with Lunch at Fort Sawarda | Guided Jeep Safari to Kanota Lake with Lunch - MMT | Ticket to Light and Sound Show at Amer Fort - MMT ,hot
f19666dc3f11b79fb18788717828369c,Amritsar,2N Amritsar,Amritsar,Hyatt Regency Amritsar:4.1,11825.5, DURGIANA MANDIR | Wagah Border | Ram Tirth | Golden Temple | Jalianwalla bagh | Gobindgarh fort ,moderate
82c9dc00e893bb79f0e862841e508904,Udaipur,3N Udaipur,Udaipur,Radisson Blu Udaipur Palace Resort & Spa:4.1,12412.5, Lake Pichola | Jag Mandir Palace | Saheliyon ki Bari | City Palace ,hot
96bbebf638d0fd32f69309a7427b8fe9,Goa,3N Goa,Goa,The Grand Leoney Resort:4.2,9534.5, Visit to Elephant Village (With Transfers and Lunch) For guests staying in North Goa only - MMT ,hot
4d914d2967b4b07e97807416895efe4f,Shimla|Manali|Dharamshala,2N Shimla . 2N Manali . 2N Dharamshala,Shimla|Manali|Dharamshala,Summit Thistle Villa Resort & Spa:4.3|Snow Valley Resorts:4.4|Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,16011.5, Kufri | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
44d42f49ce7ff777d5535f160a8620b5,Goa,3N Goa,Goa,Novotel Goa Resort & Spa:4.1,10101.5, Bangalore to Goa by Bus with South Goa Transfers to/from hotel (Departure between 5 pm - 10 pm) | South Goa Hop-On Hop-Off (HOHO) Tour (1 Day Pass without transfers) - MMT | Bangalore to Goa by Bus with South Goa Transfers to/from hotel (Departure between 5 pm - 10 pm) ,hot
5ca6f4ed501e8403e985846bbc15e763,Gangtok|Darjeeling,2N Gangtok . 2N Darjeeling,Gangtok|Darjeeling,Mount Himalayan Hotel & Spa-MMT Holidays Special:4.1|Summit Swiss Heritage Hotel & Spa:,20679.5, Changu Lake - Excursion | Baba Mandir | Tashi View Point | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Bhakthang Waterfall | Directorate of Handicrafts and Handloom | Tiger Hill | Ghoom Monastery | Batasia Loop | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda ,moderate
a9a6a49ba40cc32ba9f40fa7135b7995,Nainital,2N Nainital,Nainital,The Naini Retreat By Leisure Hotels:4.2,14660.5, Naina devi Temple | Mall road | Naini Lake | Nainital Zoo | Eco Cave Garden ,cool
8b7e53c902f89d3688c6e73183cf1c91,Darjeeling|Gangtok,2N Darjeeling . 2N Gangtok,Darjeeling|Gangtok,R.J Resorts Ltd.:3.9|Lemon Tree Hotel  Gangtok:4.2,31690.5, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda | Directorate of Handicrafts and Handloom | Hiking and Walking Tour in Darjeeling (With Transfers) | Do Drul | Namgayal Institute of Tibetology | Flower Exhibition | Directorate of Handicrafts and Handloom | Changu Lake - Excursion | Baba Mandir ,moderate
ca2847d85e383caf1afebf396c9252aa,Gangtok|Darjeeling,3N Gangtok . 2N Darjeeling,Gangtok|Darjeeling,Lemon Tree Hotel  Gangtok:4.3|Jain Group Sanderling Resort & spa:3.8,29923.5, Changu Lake - Excursion | Baba Mandir | Candle Light Dinner Under The Stars (With Transfers) | Rumtek Monastery | Do Drul | Namgayal Institute of Tibetology | Flower Exhibition | Directorate of Handicrafts and Handloom | Personal Photoshoot in Gangtok ,moderate
79b79a0490c956578b5d8c6ceaeadfdc,Shillong,2N Shillong,Shillong,M Crown Hotel Shillong:3.7,13240.5, Umiam Lake ,moderate
502222e4061ef65bdd03ff283b3b049e,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,12087.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Kangra Devi Temple ,cool
5abddf7a77236af96388896f39420ba1,Mysore,2N Mysore,Mysore,The Quorum:3.5,7513.5, Mysore Palace | Chamundi Hills | Bull Temple ,moderate
c43fac29720f8e97fd62178a737bd1d5,Agra|Jaipur|Jodhpur|Udaipur,1N Agra . 2N Jaipur . 1N Jodhpur . 2N Udaipur,Agra|Jaipur|Jodhpur|Udaipur,The Taj Vilas:4.1|Nirwana Hometel Jaipur - A Sarovar Hotel:4.1|Nirali Dhani Ethnic Hotel:3.9|Hotel Yois Udaipur - MMT Holidays Special:,20001.0, Sikandara | Taj Mahal | Taj Mahal | Fatehpur Sikri | Amer Fort | City Palace | Hawa Mahal | Jantar Mantar | Mehrangarh Fort | Jaswant Thada | Ranakpur Jain Temples ,hot
dd18b50fde36dec3f4ba3c155727fd51,Chandigarh|Shimla|Chandigarh,1N Chandigarh . 3N Shimla . 1N Chandigarh,Chandigarh|Shimla|Chandigarh,Ramada Plaza Chandigarh:4|The Oberoi Cecil:4.7|Ramada Plaza Chandigarh:4,26192.5, Lotus Temple | India Gate | Mall road | Pinjore Gardens | Kufri | Shimla Church | Scandal point | Gaeity Theatre | Townhall ,cool
14bb2ef2e145a93eb5d6615423094e54,Dharamshala,2N Dharamshala,Dharamshala,Hotel The Vaikunth:3.9,3888.0, Bus Tickets from Delhi to Dharamshala | Bus Tickets from Dharamshala to Delhi ,cool
ad02233733c449ec5c888acf1997c1f2,Udaipur,2N Udaipur,Udaipur,The Ananta:4.4,10971.0, Lake Pichola | Jag Mandir Palace | Convenience Value Pack for Sedan - MMT | Sajjangarh Palace ,hot
efaf6bd2785570ca471f3dfbb9c3e4fc,Goa,3N Goa,Goa,Novotel Goa Resort & Spa:4.2,9034.5, Dolphin Trip ,hot
d013b4a60e9a7a9b343ad9d544e2a8fe,Goa,3N Goa,Goa,Nilaya Hermitage:2,19587.5, Goa - Convenience Value Pack - MMT | Romantic Experiences for Couples from North Goa Hotels (With Transfers) | MMT - Candid Photographer in Goa ,hot
c19fb5fee8863aac9e824eaaf3e02f69,Gangtok,3N Gangtok,Gangtok,Mayfair Spa Resort & Casino:4.5,50415.0, Tashi View Point | Ganesh Tok | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Rumtek Monastery | Bhakthang Waterfall | Directorate of Handicrafts and Handloom | Changu Lake - Excursion | Baba Mandir | Personal Photoshoot in Gangtok ,moderate
e195d7da084183bf32f6a22aa0b4b753,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,The Oberoi Cecil:4.8|Solang Valley Resort:3.8|Ramada Plaza Chandigarh:4.1,32389.0, Himachal - Convenience Value Pack - Sedan - MMT | Kufri | Mall road | Viceregal Lodge | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery | Solang Valley ,cool
30a0fc86a6a3d03a4818d9b19f6d2a1d,Goa,3N Goa,Goa,Estrela Do Mar Beach Resort - A Beach Property:4,10867.0, Visit to Elephant Village (With Transfers and Lunch) For guests staying in North Goa only - MMT ,hot
1bcf005ca5ebb4ac89bc7937f45d16ce,Amritsar,2N Amritsar,Amritsar,Hyatt Regency Amritsar:4.1,16705.0, DURGIANA MANDIR | Wagah Border | Ram Tirth | Golden Temple | Jalianwalla bagh | Gobindgarh fort ,moderate
402d588d5a45451efc08a5753b3feccf,Goa,3N Goa,Goa,Fort Tiracol Heritage Hotel:4.8,22795.5, Crab Catching in Goa (With Refreshments) - MMT ,hot
c9f173c2c00fd9c47727aebfb31504be,Udaipur,3N Udaipur,Udaipur,The Ananta:4.4,15668.0, Lake Pichola | Jag Mandir Palace | Dinner at a Lake View Haveli (With Transfers) - MMT | Saheliyon ki Bari | City Palace ,hot
227d7b55becf6dd941f040afab661b68,Jaipur|Jodhpur|Udaipur,2N Jaipur . 2N Jodhpur . 2N Udaipur,Jaipur|Jodhpur|Udaipur,Hotel Paradise:3.9|The Fern Residency:3.9|Hotel Lakend:4.4,21346.5, City Palace | Hawa Mahal | Jantar Mantar | Rajasthan - Convenience Value Pack - SUV - MMT | Albert Hall Museum | Amer Fort | Mehrangarh Fort | Jaswant Thada | Umaid Bhawan Palace | Ranakpur Jain Temples ,hot
d8f4b4a2323b6502f091b44470a7791f,Goa,2N Goa,Goa,"AMARA GRAND BAGA, GOA- MMT Holidays Special:",5262.0, North Goa Sightseeing by an MUV - For North Goa Hotels - MMT ,hot
21d5225677d62aba641abf139f780cfa,Agra|Lucknow|Varanasi,2N Agra . 1N Lucknow . 2N Varanasi,Agra|Lucknow|Varanasi,Sterling Agra:3.8|Hotel Lineage:4.2|Hotel Central Residency:3.7,21890.0, Taj Mahal | Agra fort | Fatehpur Sikri | Chota Imambara | Bara Imambara ,hot
ad61ed2cbe947888666818fa8a36ed5e,Guwahati,3N Guwahati,Guwahati,Vivanta Guwahati:4.5,20423.0, Kamakhya Temple | Navagraha Temples | Umananda Temple | Purva Tirupati Shri Balaji temple | Assam State Zoo | Sualkuchi Excursion | Hajo ,moderate
d543f42d1ede8449f7e02977405ac147,Goa,2N Goa,Goa,Holiday Inn Resort-MMT Holidays Special:,7518.5, Pune to Goa Bus Ticket - MMT | Jet Ski and Ringo Ride at Calangute Beach - MMT | Goa to Pune Bus Ticket - MMT ,hot
b9ca693f1c6706460d70083fc41e725b,Mysore,2N Mysore,Mysore,Regenta Central Herald:4.1,10359.0, Mysore Palace | Chamundi Hills | Bull Temple ,moderate
2d73efe90ab04d6871825c99a1ce60de,Srinagar,4N Srinagar,Srinagar,Royal Group of Deluxe Houseboats:3.7,21569.0, Dal Lake | Mughal Gardens | Cheshma Shahi | Nishat Bagh | Shalimar Garden | Shankaracharya Temple | Dal Lake | Gondola Point | Avantipur Ruins ,moderate
913c2408c467ad6270cf955e05ad16b7,Jodhpur|Udaipur,2N Jodhpur . 2N Udaipur,Jodhpur|Udaipur,Shree Ram International:3.8|Hotel Horizon:3.8,14504.5, Umaid Bhawan Palace | Jaswant Thada | Mehrangarh Fort | Ranakpur Jain Temples | City Palace | Saheliyon ki Bari ,hot
